State/UT,District,Population,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise,Households_Rural,Households_Urban
bihar,gopalganj,2562012.0,273956.175,41274.0,93382.425,15100.668,2326.113,19371.564,515925.0,38133.0
bihar,siwan,3330464.0,294751.52400000003,51866.148,127767.82800000001,14399.151999999998,2553.3379999999997,29886.612,632514.0,41858.0
bihar,saran,3951862.0,360480.02199999994,61015.10099999999,124835.49399999999,31664.085,6027.621,45016.41,701323.0,76299.0
bihar,vaishali,3495021.0,397911.373,86015.99100000001,174829.25,22966.324000000004,5458.3640000000005,31926.280000000002,699317.0,51494.0
bihar,samastipur,4261566.0,599683.5680000001,98258.963,172206.43000000002,16785.596,2826.59,30527.172000000002,1012979.0,43486.0
bihar,begusarai,2970541.0,339389.26700000005,68947.732,151566.135,60572.88,13646.304000000002,80346.096,594377.0,139248.0
bihar,khagaria,1666886.0,219733.248,33258.944,81092.03199999999,9936.311,1512.504,13927.641,373696.0,21007.0
bihar,bhagalpur,3037766.0,307245.876,45982.37600000001,131154.27700000003,55911.35199999999,10058.818,93664.578,522527.0,130634.0
bihar,banka,2034763.0,257490.41999999998,28941.072,47242.044,8672.748,943.0919999999999,8284.416,425604.0,18492.0
bihar,munger,1367765.0,130256.666,17560.199,58015.341,33626.544,5747.394,63650.244000000006,222281.0,85782.0
bihar,lakhisarai,1000912.0,103594.49799999999,13542.914,47136.376,16612.049,2668.092,19566.008,175882.0,31763.0
bihar,sheikhpura,636342.0,64975.8,10179.542000000001,26315.199,10882.215,1801.53,12708.09,108293.0,24345.0
bihar,nalanda,2877653.0,306428.036,48843.395,117224.148,42854.195999999996,7279.062,75456.192,514141.0,102522.0
bihar,patna,5838465.0,384266.744,59877.181,181605.516,171151.93,28709.356,477569.095,657991.0,552103.0
bihar,bhojpur,2728407.0,251175.10199999998,37806.633,89084.595,31798.248,6344.1759999999995,53074.44799999999,434559.0,77368.0
bihar,buxar,1706352.0,169975.136,31421.46,59850.4,14020.380000000001,3115.6400000000003,23792.160000000003,299252.0,35405.0
bihar,kaimur (bhabua),1626384.0,196061.229,21134.295,47145.735,5125.165,703.754,10739.898000000001,325143.0,15299.0
bihar,rohtas,2959918.0,295644.99100000004,32792.512,108112.81300000001,39993.403999999995,5645.002,65443.752,512383.0,95678.0
bihar,aurangabad,2540073.0,247552.19799999997,28267.206,73666.052,20141.466,2646.324,33324.08,428291.0,49006.0
bihar,gaya,4391418.0,437269.492,55006.831000000006,114887.68500000001,40061.52,5230.254,86577.396,696289.0,111282.0
bihar,nawada,2219146.0,236460.27300000002,39093.753000000004,65662.323,17993.231000000003,2900.6720000000005,31408.839,379551.0,45323.0
bihar,jamui,1760405.0,209233.578,26072.72,38783.171,15086.139,2622.335,15086.139,325909.0,30851.0
bihar,jehanabad,1125313.0,114235.92,16986.059999999998,41625.18,11027.744,1941.108,19045.364,186660.0,28132.0
bihar,arwal,700843.0,83152.746,10478.052,30225.149999999998,5149.32,607.56,3884.3999999999996,134334.0,9960.0
sikkim,north  district,43709.0,5228.979,427.09100000000007,8657.25,419.398,37.188,2010.2179999999998,11543.0,2066.0
sikkim,west district,136435.0,16558.956000000002,2535.1890000000003,26988.531,290.444,124.47599999999998,1684.1979999999999,32091.0,1886.0
sikkim,south district,146850.0,14104.155,1836.9650000000001,26433.615000000005,1248.939,73.467,7991.577,31135.0,8163.0
sikkim,east district,283583.0,16900.416,3046.95,34857.108,7638.208,705.704,39394.888000000006,40626.0,41512.0
arunachal pradesh,tawang,49977.0,5032.37,439.92999999999995,7446.620000000001,613.0,14.712,2390.7,10730.0,2452.0
arunachal pradesh,west kameng,83947.0,8640.386999999999,447.22499999999997,6958.820999999999,,,,17889.0,
arunachal pradesh,east kameng,78690.0,8440.746000000001,377.07800000000003,3190.66,2466.6949999999997,130.375,3337.6,14503.0,5215.0
arunachal pradesh,papum pare,176573.0,8996.444,812.32,11128.784,9476.52,1056.3,27675.06,20308.0,30180.0
arunachal pradesh,upper subansiri,83448.0,9146.918,363.54999999999995,5002.447999999999,1798.72,56.064,3975.872,14542.0,4672.0
arunachal pradesh,west siang,112274.0,9176.064,178.17600000000002,15835.391999999998,2550.9,178.56300000000002,8128.8679999999995,22272.0,8503.0
arunachal pradesh,east siang,99214.0,5459.16,292.455,9241.578,5371.535999999999,409.532,8638.268,19497.0,9524.0
arunachal pradesh,upper siang,35320.0,2502.1479999999997,34.276,4824.347,1036.45,24.002000000000002,1749.9640000000002,8569.0,2182.0
arunachal pradesh,changlang,148226.0,16644.156,568.174,21824.566000000003,2488.734,51.98400000000001,5932.674,33422.0,6498.0
arunachal pradesh,tirap,111975.0,7975.859999999999,184.2,15767.519999999999,3068.0,97.5,5973.5,18420.0,6500.0
arunachal pradesh,lower subansiri,83030.0,7281.024,271.68,12334.271999999999,1314.425,37.555,5284.525,18112.0,5365.0
arunachal pradesh,kurung kumey,92076.0,8315.541000000001,2325.375,4371.705,542.724,55.69199999999999,880.1519999999999,18603.0,1092.0
arunachal pradesh,dibang valley,8004.0,1021.3350000000002,147.96,1329.585,573.4,65.8,965.85,2055.0,1175.0
arunachal pradesh,lower dibang valley,54080.0,6324.0,384.0,5760.0,1275.85,146.15,3499.7,12000.0,3950.0
arunachal pradesh,lohit,145726.0,18177.059,2015.94,16631.505,5310.724,409.392,10143.824,33599.0,11372.0
arunachal pradesh,anjaw,21167.0,3181.2,361.5,1668.925,292.324,0.0,274.776,6025.0,428.0
nagaland,mon,250260.0,27908.48,610.4979999999999,27341.589,3611.1050000000005,415.24,6984.930000000001,43607.0,7415.0
nagaland,mokokchung,194622.0,12799.776000000002,187.68,36147.168,5854.86,124.19399999999999,17475.87,37536.0,17742.0
nagaland,zunheboto,140757.0,13820.014000000001,531.539,22418.439000000002,2181.884,12.088000000000001,5705.536,31267.0,6044.0
nagaland,wokha,166343.0,19865.484,384.99,22906.905,1772.89,16.34,7900.39,38499.0,8170.0
nagaland,dimapur,378811.0,21954.852000000003,1571.7120000000002,44990.256,21747.138,1319.913,60841.704,49116.0,62853.0
nagaland,phek,163418.0,21163.231999999996,933.6719999999999,29332.862,2837.755,29.180000000000003,6828.12,38903.0,7295.0
nagaland,tuensang,196596.0,22379.5,1383.4599999999998,20263.62,5094.089,292.98100000000005,8392.488,40690.0,9451.0
nagaland,longleng,50484.0,8385.446,279.09200000000004,8753.34,1561.2870000000003,137.256,1855.4070000000002,12686.0,2451.0
nagaland,kiphire,74004.0,9170.304,160.32,5867.7119999999995,1192.62,17.16,4088.37,16032.0,4290.0
nagaland,kohima,267988.0,10699.92,191.07,16623.09,14117.345,840.845,40714.6,31845.0,44255.0
nagaland,peren,95219.0,10708.119999999999,181.83599999999998,15577.283999999998,2488.603,85.533,3783.817,20204.0,4073.0
manipur,senapati,479148.0,22690.776,836.176,27555.8,1157.684,32.868,1782.1760000000002,38008.0,1826.0
manipur,tamenglong,140651.0,13573.812,2014.488,15924.048,2253.093,428.376,3983.073,23982.0,4119.0
manipur,churachandpur,274143.0,28392.992000000002,1218.356,43595.956,2547.8250000000003,111.619,4794.764,52972.0,4853.0
manipur,bishnupur,237399.0,12137.019,2063.643,31864.046999999995,6372.772,868.0519999999999,19986.368000000002,34977.0,21172.0
manipur,thoubal,422168.0,22096.935,3627.855,60486.237,10264.936,1991.704,36042.18199999999,65961.0,38302.0
manipur,imphal west,517992.0,16899.205,2705.915,46970.6,26152.530000000002,3772.8240000000005,82916.38200000001,51055.0,85746.0
manipur,imphal east,456113.0,23449.244,2963.366,58558.689000000006,14653.8,1488.64,44426.6,64421.0,46520.0
manipur,ukhrul,183998.0,25403.136,1876.368,29011.536,3274.584,243.85200000000003,5579.566,36084.0,5806.0
manipur,chandel,144182.0,17740.167999999998,1245.4569999999999,23420.666999999998,1539.681,590.1479999999999,3665.727,30377.0,3783.0
mizoram,mamit,86364.0,8312.822,986.8340000000001,13899.305999999999,883.6059999999999,41.29,4075.323,16726.0,4129.0
mizoram,kolasib,83955.0,4554.099,212.71800000000002,9253.233,4815.195,300.16799999999995,12081.761999999999,9669.0,12507.0
mizoram,aizawl,400309.0,7117.22,349.69,20035.18,13336.606,562.387,79778.613,20570.0,80341.0
mizoram,champhai,125745.0,8866.39,882.9599999999999,17456.855,5646.348,190.755,12386.358,18395.0,12717.0
mizoram,serchhip,64937.0,3885.44,463.264,7203.008000000001,3736.3880000000004,769.7280000000001,7969.892000000001,7472.0,8018.0
mizoram,lunglei,161428.0,10696.542,837.6809999999999,17290.595,4640.42,138.52,16830.18,21479.0,17315.0
mizoram,lawngtlai,117894.0,10930.521,1143.636,13305.765000000001,1824.4579999999999,84.368,5183.3589999999995,21993.0,5273.0
mizoram,saiha,56574.0,2281.9320000000002,366.23600000000005,6127.410000000001,1660.008,133.032,5645.184,7043.0,5784.0
tripura,west tripura,1725739.0,119903.094,11584.84,246757.092,69879.152,7812.576,212892.69599999997,289621.0,217016.0
tripura,south tripura,876001.0,94024.359,9862.695,181035.24599999998,12304.243999999999,1616.616,44007.88,219171.0,44906.0
tripura,dhalai,378230.0,42492.075000000004,6440.904,59399.44800000001,5628.400000000001,1266.39,13564.444000000001,89457.0,14071.0
tripura,north tripura,693947.0,72811.50799999999,12486.271,122606.15499999998,14511.295999999998,2995.064,40918.479999999996,150437.0,42184.0
meghalaya,west garo hills,643291.0,68281.99,7664.305,78454.613,6340.554,1171.422,17459.766,139351.0,18594.0
meghalaya,east garo hills,317917.0,30659.322,2257.128,49719.514,4872.114,138.216,11137.906,62698.0,11518.0
meghalaya,south garo hills,142334.0,18396.16,1437.2,22779.62,1555.747,100.25100000000002,3245.1620000000003,35930.0,3713.0
meghalaya,west khasi hills,383461.0,41980.752,6884.544,30531.456,5755.932,565.7539999999999,11130.595,74832.0,12299.0
meghalaya,ribhoi,258840.0,31255.532,3421.2920000000004,37170.308,1955.976,177.816,5242.704000000001,57988.0,5736.0
meghalaya,east khasi hills,825922.0,56205.192,9881.064,47067.864,25578.105000000003,2285.7030000000004,105468.86700000001,106248.0,108843.0
meghalaya,jaintia hills,395124.0,35517.344,6429.8640000000005,33374.056000000004,1003.9399999999999,150.59099999999998,6891.330999999999,76546.0,7171.0
assam,kokrajhar,887142.0,112692.8,26636.48,51019.104,4244.52,804.4050000000001,15420.615,204896.0,17115.0
assam,dhubri,1949258.0,295706.48400000005,81065.95200000002,179634.78000000003,24045.965999999997,7370.873999999999,48394.01699999999,460602.0,60417.0
assam,goalpara,1008183.0,138080.44,28804.859999999997,141966.81,18329.856,3160.32,33578.4,228610.0,39504.0
assam,barpeta,1693622.0,282623.44800000003,84071.532,312137.922,17640.895999999997,3862.208,48434.17599999999,447189.0,52192.0
assam,morigaon,957423.0,145128.75,34366.488,132821.832,10817.699999999999,2325.2999999999997,22823.325,232206.0,25275.0
assam,nagaon,2823768.0,400274.40699999995,93149.86200000001,485999.27999999997,54269.282,7326.974,118225.072,674999.0,124186.0
assam,sonitpur,1924110.0,280811.825,49299.149999999994,265828.75,20778.016,2903.7599999999998,61301.6,483325.0,64528.0
assam,lakhimpur,1042137.0,190018.87199999997,28444.182999999997,157469.343,13079.638,1908.17,32855.218,293239.0,34694.0
assam,dhemaji,686133.0,140183.796,21175.8,85338.47399999999,7971.431999999999,1188.288,15777.823999999999,211758.0,16504.0
assam,tinsukia,1327929.0,162794.24,14535.2,224714.19199999998,33727.61,4545.5,85909.95,290704.0,90910.0
assam,dibrugarh,1326335.0,162519.784,17091.564000000002,222490.184,22917.411,3163.6829999999995,74385.132,299852.0,77163.0
assam,sivasagar,1151050.0,217189.746,21971.102,258970.85800000004,16397.108,1756.833,41983.804000000004,360182.0,45047.0
assam,jorhat,1092256.0,174374.97,23192.73,168648.37,28530.872,3232.96,76136.208,286330.0,80824.0
assam,golaghat,1066888.0,187451.52,23138.547,190673.34299999996,13231.53,1435.98,33403.63,292893.0,34190.0
assam,karbi anglong,956313.0,140414.841,9274.713,104610.135,19336.2,1338.66,35139.825000000004,215691.0,37185.0
assam,dima hasao,214102.0,23468.64,1692.45,21475.31,9631.668000000001,703.197,20584.494,37610.0,21309.0
assam,cachar,1736617.0,197003.163,42239.693999999996,268672.152,33083.076,5424.913,85197.814,346227.0,88933.0
assam,karimganj,1228686.0,150880.32,39029.805,219247.965,11802.895,2844.4649999999997,31844.93,261945.0,32695.0
assam,hailakandi,659296.0,94732.925,26748.120000000003,130397.08500000002,4941.610000000001,1231.352,15894.162,159215.0,16202.0
assam,bongaigaon,738804.0,116976.489,22740.375,89506.11600000001,11156.3,1654.2099999999998,35238.52,181923.0,38470.0
assam,chirang,482162.0,74185.35,14062.962000000001,30964.32,4587.135,1718.724,9859.437,129018.0,11613.0
assam,kamrup,1517542.0,230842.236,48043.308000000005,222639.72,19775.899,3727.165,34509.163,390596.0,43849.0
assam,kamrup metropolitan,1253938.0,32139.016,6194.734,39683.098000000005,100152.234,14307.462,355852.26,61334.0,366858.0
assam,nalbari,771639.0,128530.66,20017.07,134219.722,12227.053999999998,2400.23,25442.438,210706.0,28238.0
assam,baksa,950075.0,187525.16299999997,32663.791999999998,112865.067,1904.56,268.5,3368.7799999999997,291641.0,3580.0
assam,darrang,928500.0,154665.79200000002,47796.026000000005,127814.092,6945.016,1736.254,18533.501999999997,268517.0,20189.0
assam,udalguri,831668.0,160406.21,28653.53,111132.85,4883.754999999999,996.12,12423.83,267790.0,13835.0
west bengal,darjiling,1846823.0,164379.928,24262.72,158617.532,68368.97499999999,11430.775,187637.25,303284.0,215675.0
west bengal,jalpaiguri,3872846.0,461462.48399999994,127740.48,296198.238,118826.47200000002,33539.73,262887.598,798378.0,319426.0
west bengal,koch bihar,2819086.0,463565.839,101229.28199999999,447497.699,32995.208999999995,7689.149,87889.893,803407.0,97331.0
west bengal,uttar dinajpur,3007134.0,396024.999,84813.644,140900.086,37707.600000000006,13763.274000000001,75980.814,683981.0,94269.0
west bengal,dakshin dinajpur,1676276.0,225186.62399999998,46522.931,107510.97499999999,24036.410999999996,6517.161,64190.53199999999,390949.0,70077.0
west bengal,maldah,3988845.0,489887.62,93825.93400000001,210900.772,62408.83,10680.274000000001,95607.754,830318.0,128678.0
west bengal,murshidabad,7103807.0,842098.0260000001,255181.22,520869.90200000006,170186.01499999998,40704.284,216855.58199999997,1501066.0,350899.0
west bengal,birbhum,3502404.0,432142.88,129642.864,155405.228,50192.745,12514.545000000002,82892.04000000001,831044.0,134565.0
west bengal,barddhaman,7717563.0,707001.624,128297.592,629204.148,329424.57600000006,54329.184,616593.12,1364868.0,862368.0
west bengal,nadia,5167600.0,582864.3589999999,168695.436,771024.6529999999,192976.68,49649.34,437007.86999999994,1081381.0,468390.0
west bengal,north twenty four parganas,10009781.0,559923.031,238239.389,954166.8930000002,551034.2019999999,89089.362,1550814.8199999998,1209337.0,1649803.0
west bengal,hugli,5519145.0,451398.675,116073.94499999999,596243.0850000001,218360.16100000002,34341.509,575382.264,992085.0,647953.0
west bengal,bankura,3596674.0,471869.86,105360.25499999999,148584.975,35263.38,8088.765,54894.54,900515.0,90885.0
west bengal,puruliya,2930115.0,409568.31299999997,48338.206,39846.359,43253.355,6662.011,50611.397,653219.0,99433.0
west bengal,haora,4850029.0,195287.136,67190.376,290997.168,305998.176,56505.344999999994,725876.355,483384.0,869313.0
west bengal,kolkata,4496694.0,,,,404204.75399999996,35318.862,1241392.594,,
west bengal,south twenty four parganas,8161961.0,782832.198,254145.924,862841.1,235400.55000000002,49525.83,508098.32999999996,1568802.0,611430.0
west bengal,paschim medinipur,5913457.0,712182.8700000001,180092.22,571656.365,65943.74399999999,16686.984,155209.056,1364335.0,201048.0
west bengal,purba medinipur,5095875.0,584572.94,215934.086,1021213.1359999999,59406.03599999999,17241.407,141345.39599999998,1193006.0,170707.0
jharkhand,garhwa,1322784.0,170272.128,12552.111999999997,13370.728,8535.1,1304.24,8880.34,272872.0,19180.0
jharkhand,chatra,1042886.0,115560.05,9043.83,13264.284,6740.992,595.6479999999999,9544.896,200974.0,14528.0
jharkhand,kodarma,716259.0,61041.422,4901.988,8870.264000000001,15542.637,1877.634,17489.813,116714.0,34771.0
jharkhand,giridih,2445474.0,242574.30400000003,14029.484000000002,26248.712,17347.82,1594.124,28741.118,452564.0,46886.0
jharkhand,deoghar,1492073.0,155968.038,13126.023,14155.515,24062.038,2702.154,43942.171,257373.0,64337.0
jharkhand,godda,1313551.0,173336.658,25433.767999999996,21839.866,5731.967999999999,654.192,10108.824,276454.0,15576.0
jharkhand,sahibganj,1150567.0,145465.94999999998,16311.85,20557.399999999998,17457.495,2928.354,20385.849,223450.0,37543.0
jharkhand,pakur,900422.0,120152.212,14241.748,14642.924,7746.129000000001,945.4590000000001,7712.955,200588.0,16587.0
jharkhand,dhanbad,2684487.0,135074.808,12161.908,31569.207999999995,180427.475,15812.745,240434.815,258764.0,405455.0
jharkhand,bokaro,2062330.0,125906.93599999999,10262.792,16520.591999999997,94851.884,8270.464,162049.404,250312.0,258452.0
jharkhand,lohardaga,461790.0,60474.375,2709.252,7063.407,5330.450000000001,647.9000000000001,10381.125,96759.0,14725.0
jharkhand,purbi singhbhum,2293919.0,133893.87,15227.145999999999,35705.032,88268.508,7868.898,276095.68200000003,262537.0,342126.0
jharkhand,palamu,1939869.0,223272.212,22398.326999999997,26309.146,21002.375,2828.25,30534.625,355529.0,52375.0
jharkhand,latehar,726978.0,84898.66,3220.2940000000003,10539.144,5739.622,706.85,7888.446,146377.0,14137.0
jharkhand,hazaribagh,1734495.0,151796.755,10328.438999999998,29107.419,22761.215,2062.95,50542.275,312983.0,68765.0
jharkhand,ramgarh,949443.0,67167.56700000001,5094.546,14747.37,47186.083999999995,4268.088,71134.79999999999,134067.0,118558.0
jharkhand,dumka,1321442.0,194062.38299999997,18221.82,18829.214,7799.135,1164.05,14946.402,303697.0,23281.0
jharkhand,jamtara,791042.0,103637.43,8112.195000000001,7284.42,6737.855,663.7289999999999,12087.913,165555.0,20113.0
jharkhand,ranchi,2914253.0,231406.99999999997,12622.199999999999,55537.67999999999,98656.956,12719.921999999999,245401.422,420740.0,310242.0
jharkhand,khunti,531885.0,,,,,,,,
jharkhand,gumla,1025213.0,137126.15699999998,6282.241,13864.256000000001,6314.879999999999,822.25,11264.824999999999,216629.0,16445.0
jharkhand,simdega,599578.0,85924.724,4180.901,7064.281000000001,4445.6,444.56,5934.876,144169.0,11114.0
jharkhand,pashchimi singhbhum,1502338.0,171496.352,13477.12,12466.336000000001,23773.5,2852.82,37340.244,336928.0,63396.0
jharkhand,saraikela-kharsawan,1065056.0,116227.68000000001,7820.928,13903.872000000001,25048.674,2326.926,44143.155,217248.0,68439.0
orissa,bargarh,1481255.0,275337.65400000004,34983.11,50622.618,22133.465,2227.565,25688.09,411566.0,47395.0
orissa,jharsuguda,579505.0,73805.16,6090.216,9703.056,33652.71,4141.871999999999,39643.632,103224.0,73962.0
orissa,sambalpur,1041099.0,153825.80899999998,17214.365999999998,18979.942,39056.776000000005,4929.496,56404.81,220697.0,94798.0
orissa,debagarh,312520.0,68556.0,12248.672,5393.072,4579.05,404.25,3770.5499999999997,91408.0,7350.0
orissa,sundargarh,2093437.0,294424.449,22498.838,32584.524,107940.819,10126.644000000002,150748.90500000003,387911.0,230151.0
orissa,kendujhar,1801733.0,343443.8,42194.524,45628.96200000001,40828.032,6442.128,42501.312,490634.0,83664.0
orissa,mayurbhanj,2519738.0,499604.75,59263.46,103366.5,28241.801999999996,5222.798999999999,41266.56,689110.0,64479.0
orissa,baleshwar,2320529.0,373316.634,69733.864,136461.95799999998,34789.68,5935.68,56059.2,601154.0,82440.0
orissa,bhadrak,1506337.0,240393.26599999997,33273.718,59817.92,28586.588000000003,4014.0560000000005,28098.392,373862.0,54244.0
orissa,kendrapara,1440361.0,236406.93,31106.175,65530.342,10478.324,2067.472,13579.532,414749.0,23494.0
orissa,jagatsinghapur,1136971.0,177449.50499999998,21987.635,68440.38500000001,24622.884000000002,1592.7390000000003,19285.056,309685.0,43047.0
orissa,cuttack,2624470.0,318740.95,58532.429,129814.49599999998,77141.088,13489.152,164399.03999999998,579529.0,210768.0
orissa,jajapur,1827192.0,286463.158,72359.20599999999,98626.58899999999,19531.512,3186.96,27863.136,495611.0,45528.0
orissa,dhenkanal,1192811.0,206580.45,36269.85,44785.38,15457.222,2810.404,22113.442,315390.0,36979.0
orissa,anugul,1273821.0,219224.04,40849.2,56848.469999999994,28780.675999999996,4895.682,47473.28,340410.0,74177.0
orissa,nayagarh,962789.0,168238.378,31920.811999999998,41601.714,12943.68,2028.2879999999998,14891.903999999999,261646.0,26688.0
orissa,khordha,2251673.0,207064.416,28205.89,60725.622,130623.56999999999,18201.644999999997,273381.56999999995,331834.0,356895.0
orissa,puri,1698730.0,257690.97399999996,45025.568,62714.183999999994,33505.44,4188.18,52929.93,402014.0,72210.0
orissa,ganjam,3529031.0,490013.216,75570.22,151935.91600000003,87747.28199999999,11435.735999999999,143606.45399999997,795476.0,219918.0
orissa,gajapati,577817.0,101903.65000000001,8973.605000000001,19316.065,9381.35,1152.5,13069.35,152095.0,23050.0
orissa,kandhamal,733110.0,150290.848,14417.436,13762.098,11387.385,1567.296,13836.285,218446.0,24489.0
orissa,baudh,441162.0,98664.127,6174.719,11823.93,3689.6969999999997,355.158,3374.0009999999997,131377.0,6577.0
orissa,subarnapur,610183.0,130925.98,12738.744,13977.233,10177.05,961.35,6464.25,176927.0,16575.0
orissa,balangir,1648997.0,327064.22,33373.9,48153.77,29168.048,4229.056,36133.551999999996,476770.0,62192.0
orissa,nuapada,610382.0,143801.082,9468.384,25051.765999999996,6254.963000000001,771.485,5744.596,197258.0,11869.0
orissa,kalahandi,1576869.0,320804.208,42895.583999999995,37419.551999999996,18360.935999999998,2650.4280000000003,22586.255999999998,456336.0,38412.0
orissa,rayagada,967911.0,165428.071,13528.551,15664.637999999997,17615.39,2115.815,29769.025,237343.0,49205.0
orissa,nabarangapur,1220946.0,237588.12,15084.960000000001,19884.72,15123.936,1441.776,15712.416,342840.0,29424.0
orissa,koraput,1379647.0,250835.373,20234.817,31306.697999999997,30473.871,4386.9839999999995,50842.011000000006,381789.0,78339.0
orissa,malkangiri,613192.0,112985.93199999999,12423.416,10073.039999999999,7238.423,1330.4759999999999,7555.2029999999995,167884.0,15839.0
chhattisgarh,koriya,658917.0,61535.26,2680.744,10357.42,22411.125,776.919,35439.458999999995,121852.0,59763.0
chhattisgarh,surguja,2359886.0,,,,19159.097999999998,1042.672,39947.371,,65167.0
chhattisgarh,jashpur,851669.0,,,,7832.915999999999,248.664,8744.684000000001,,20722.0
chhattisgarh,raigarh,1493984.0,203355.57200000001,17005.344,46056.14,25189.163999999997,1999.1399999999999,38183.574,354278.0,66638.0
chhattisgarh,korba,1206640.0,112389.31199999999,6611.136,24585.162,37438.335,2016.88,73868.23,206598.0,126055.0
chhattisgarh,janjgir - champa,1619707.0,223953.97,21256.647999999997,41754.13,26801.219999999998,2325.22,27168.359999999997,379583.0,61190.0
chhattisgarh,bilaspur,2663629.0,324832.512,28580.863999999998,91238.912,67930.814,5833.394,123630.318,549632.0,188174.0
chhattisgarh,kabeerdham,822526.0,114072.39899999999,11613.282,16857.989999999998,8759.556,1217.268,11814.66,187311.0,23868.0
chhattisgarh,rajnandgaon,1537133.0,149589.108,10662.536,58016.74,25101.183999999997,1913.1999999999998,40712.896,313604.0,76528.0
chhattisgarh,durg,3343872.0,279526.752,26672.399999999998,74682.72,103523.336,7694.302000000001,218937.866,533448.0,349741.0
chhattisgarh,raipur,4063872.0,383894.43,39736.441,86881.371,118895.301,11455.029,256750.65000000002,673499.0,395001.0
chhattisgarh,mahasamund,1032754.0,164875.8,12640.478,41768.53599999999,14738.888,1466.734,17922.774,274793.0,35774.0
chhattisgarh,dhamtari,799781.0,92947.63900000001,7084.938000000001,40822.738000000005,16382.464000000002,1462.72,22400.512000000002,168689.0,41792.0
chhattisgarh,uttar bastar kanker,748941.0,78673.815,5075.7300000000005,25040.268000000004,9403.884,796.096,15150.702,169191.0,24878.0
chhattisgarh,bastar,1413199.0,165173.85,10758.449999999999,43983.075000000004,19432.476000000002,1591.9260000000002,33485.340000000004,316425.0,54894.0
chhattisgarh,narayanpur,139820.0,15503.616000000002,1184.3040000000003,1103.556,3416.9869999999996,135.93800000000002,2731.118,26916.0,6179.0
chhattisgarh,dakshin bastar dantewada,533638.0,53379.045000000006,3409.4400000000005,7671.240000000001,11050.312,907.816,15589.392,106545.0,31304.0
chhattisgarh,bijapur,255230.0,28503.685,2118.858,1362.123,4860.504,246.202,2231.702,50449.0,7942.0
madhya pradesh,sheopur,687861.0,90688.184,7957.738,8708.468,10708.656,844.032,15087.072,150146.0,26376.0
madhya pradesh,morena,1965970.0,170824.43,16603.496,21392.966,34017.816000000006,2001.048,70322.544,319298.0,95288.0
madhya pradesh,bhind,1703005.0,139944.87600000002,12475.706,25222.623000000003,35972.69500000001,2209.625,59483.104999999996,271211.0,88385.0
madhya pradesh,gwalior,2032036.0,83078.32,7772.400000000001,29880.56,73214.268,5443.44,236789.63999999998,172720.0,272172.0
madhya pradesh,datia,786754.0,74931.551,4332.231,18131.189000000002,15103.547999999999,1302.03,27386.031,160453.0,43401.0
madhya pradesh,shivpuri,1726050.0,199747.437,15450.078000000001,20600.104,21029.085000000003,1869.252,43860.663,367859.0,66759.0
madhya pradesh,tikamgarh,1445166.0,144279.084,9360.387999999999,12588.107999999998,19812.38,1625.9400000000003,27219.440000000002,322772.0,60220.0
madhya pradesh,chhatarpur,1762375.0,169892.788,9772.594000000001,19545.188000000002,27658.968,1520.768,55032.792,375869.0,95048.0
madhya pradesh,panna,1016520.0,121953.40000000001,7702.32,12837.2,11584.44,740.117,17312.302,256744.0,32179.0
madhya pradesh,sagar,2378458.0,231378.528,21075.176,50221.695999999996,53127.747,4137.675,107083.029,448408.0,165507.0
madhya pradesh,damoh,1264219.0,164132.367,15169.349999999999,17899.833,22681.274,1928.906,37380.868,303387.0,66514.0
madhya pradesh,satna,2228935.0,181037.75200000004,10160.282000000001,105297.46800000001,26716.482,2625.979,69074.66500000001,461831.0,114173.0
madhya pradesh,rewa,2365106.0,181796.77000000002,11002.11,93255.98000000001,20598.602,2267.736,56220.955,523910.0,94489.0
madhya pradesh,umaria,644758.0,65183.200000000004,5800.2,8009.8,8480.378,629.2860000000001,16541.232000000004,138100.0,29966.0
madhya pradesh,neemuch,826067.0,80670.805,4878.579999999999,22999.019999999997,18757.512000000002,951.468,43223.832,174235.0,67962.0
madhya pradesh,mandsaur,1340411.0,150236.639,6952.601,40204.171,24140.440000000002,1391.144,55809.424000000006,302287.0,81832.0
madhya pradesh,ratlam,1455069.0,153895.132,9335.06,35739.943999999996,29466.525,1500.1139999999998,88721.02799999999,266716.0,107151.0
madhya pradesh,ujjain,1986864.0,165119.98500000002,11429.07,53836.935,56793.884,3584.9959999999996,157739.824,300765.0,188684.0
madhya pradesh,shajapur,1512681.0,177250.437,13754.884000000002,41889.874,23753.037,1775.928,49355.999,312611.0,73997.0
madhya pradesh,dewas,1563715.0,134747.55,17049.69,59673.91499999999,30809.27,2626.364,78083.822,274995.0,101014.0
madhya pradesh,dhar,2185793.0,232976.61999999997,19380.356,79170.81599999999,31732.748000000003,3100.92,78970.09600000002,412348.0,103364.0
madhya pradesh,indore,3276697.0,82953.594,9217.065999999999,83153.965,136991.651,15874.569000000001,530916.1410000001,200371.0,587947.0
madhya pradesh,khargone (west nimar),1873046.0,218235.96699999998,24163.209,49860.59,22602.9,2451.84,56545.56,383543.0,76620.0
madhya pradesh,barwani,1385881.0,150715.516,13018.616,25786.874,18293.088,2005.3919999999998,32330.832,250358.0,48912.0
